acc	filename	drs_id	filetype	sample_name	mapped	sequencing_type
SRR1604707	HG03394.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	c04a4eca70b729dad50d220e615af746	bam	HG03394	mapped	exome
SRR1604707	HG03394.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam	fad18bdb5e5118397f2948016afab179	bam	HG03394	unmapped	exome
SRR1605512	HG03397.mapped.ILLUMINA.bwa.MSL.exome.20121211.bam.bai	ff06306ae3f1dfa6a2de4e7bfbadc358	bai	HG03397	mapped	exome
SRR1605512	HG03397.mapped.ILLUMINA.bwa.MSL.exome.20121211.bam	42377b1232df7a7aab789ffd64bb763d	bam	HG03397	mapped	exome
SRR1605512	HG03397.unmapped.ILLUMINA.bwa.MSL.exome.20121211.bam	f6d8b7bfcbe9acc537f5314b6bab01be	bam	HG03397	unmapped	exome
SRR1604706	HG03397.unmapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam	7eaef5ba20051a9d9df28d9f67100dd0	bam	HG03397	unmapped	low_coverage
SRR1604706	HG03397.mapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam	bebba7ccffea1acd33a01d5497d5b29d	bam	HG03397	mapped	low_coverage
SRR1604705	HG03401.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam.bai	a934b7da2f0c4015cd9be5d86f34b5bd	bai	HG03401	mapped	low_coverage
SRR1605549	HG03401.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai	0203a253399efd9f24a36297ae673297	bai	HG03401	mapped	exome
SRR1604705	HG03401.unmapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	a27724b3eeb8b7f38a6cb1cfea90b308	bam	HG03401	unmapped	low_coverage
SRR1604705	HG03401.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	faf2f07ac93195fc31ecb7ba49f9913f	bam	HG03401	mapped	low_coverage
SRR1605549	HG03401.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam	24566e9d19b7caad17b0df387d7057e7	bam	HG03401	unmapped	exome
SRR1605549	HG03401.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	2cbbc1fa0dcda366d6910276148df01e	bam	HG03401	mapped	exome
SRR1605599	HG03410.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam.bai	1694ad485ea82e3004ca53b9d916599f	bai	HG03410	mapped	low_coverage
SRR1604704	HG03410.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai	20a0e1e2b40feedd6effc152617589a7	bai	HG03410	mapped	exome
SRR1605599	HG03410.unmapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	afd9857d954c00a6d5e1a474073352be	bam	HG03410	unmapped	low_coverage
SRR1605599	HG03410.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	bda9b62040a75fa032d213d182d655f7	bam	HG03410	mapped	low_coverage
SRR1604704	HG03410.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam	7087600afb3ca126ceec3ff2f7dfa6ee	bam	HG03410	unmapped	exome
SRR1604704	HG03410.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	e236e3ebfe6fd34db7a92e58776e434d	bam	HG03410	mapped	exome
SRR1604703	HG03419.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai	5eb90763ce5cbcb840b6eac7d32b1e5f	bai	HG03419	mapped	exome
SRR1605641	HG03419.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam.bai	b18ac752a8d983cae18fa9f9aec777d7	bai	HG03419	mapped	low_coverage
SRR1604703	HG03419.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	95a052f4b7501533a1ffd479e9a3607d	bam	HG03419	mapped	exome
SRR1604703	HG03419.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam	f4051e24ca294158dae340a8b4b3d8c8	bam	HG03419	unmapped	exome
SRR1605641	HG03419.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	96cb0453e44c09d9471411da653a7153	bam	HG03419	mapped	low_coverage
SRR1605641	HG03419.unmapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	e81ac1e6ab6d6d3db69a2a9be972d40b	bam	HG03419	unmapped	low_coverage
SRR1605513	HG03428.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai	17f18d338e88dd6d17bb673db5e0ab99	bai	HG03428	mapped	exome
SRR1604702	HG03428.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam.bai	19faf44cc9671c3b618fb3fc7913594c	bai	HG03428	mapped	low_coverage
SRR1605513	HG03428.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam	459a7599c368b9593ce621b156c7f7be	bam	HG03428	unmapped	exome
SRR1605513	HG03428.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	893f3c94a9a2c05c30388681220234d8	bam	HG03428	mapped	exome
SRR1604702	HG03428.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	51ad487277af268fa8630e52aa194111	bam	HG03428	mapped	low_coverage
SRR1604702	HG03428.unmapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	bc7482d1aba5cdc0e50889bb2a96d30f	bam	HG03428	unmapped	low_coverage
SRR1605550	HG03432.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai	d25a7792b6d918450e91dabe53915784	bai	HG03432	mapped	exome
SRR1605642	HG03432.mapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam.bai	1baa14f147a355fae5277b6ee7da57ad	bai	HG03432	mapped	low_coverage
SRR1605550	HG03432.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	2a0a56d9bbf1d8d872613d95040bdd19	bam	HG03432	mapped	exome
SRR1605550	HG03432.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam	ee924685e2edc560ec42b09fc439d279	bam	HG03432	unmapped	exome
SRR1605642	HG03432.mapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam	cbaa701db2e3242a30c8f19974d64ace	bam	HG03432	mapped	low_coverage
SRR1605642	HG03432.unmapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam	eea730510a5387343e9d8fb7b68c302f	bam	HG03432	unmapped	low_coverage
SRR1604701	HG03433.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai	171bbd0d66b53fa272ba9f5654b6dbf1	bai	HG03433	unmapped	exome
SRR1605600	HG03433.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam.bai	7f62219fbc0f4529768da83c18fab997	bai	HG03433	mapped	low_coverage
SRR1604701	HG03433.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam	2f91a009cdfb6c8f873ec9f59f0ea288	bam	HG03433	unmapped	exome
SRR1604701	HG03433.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	ae3b212ed56ace086bd47de19630f412	bam	HG03433	mapped	exome
SRR1605600	HG03433.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	672c606db9ef7501771873a5ddff741e	bam	HG03433	mapped	low_coverage
SRR1605600	HG03433.unmapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	fdb3976ee2ec9734700f0779f04aa768	bam	HG03433	unmapped	low_coverage
SRR1605643	HG03436.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam.bai	3bda54bd2d768e6a46f920b7aeef3dc1	bai	HG03436	mapped	low_coverage
SRR1605643	HG03436.unmapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	4e8ebef0d9abb55b1aa65fd7cdb70ec7	bam	HG03436	unmapped	low_coverage
SRR1605643	HG03436.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	b54f6e2fafeda534dd62d381c92fa7d8	bam	HG03436	mapped	low_coverage
SRR1604700	HG03436.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam	4dd7720def55b09bb99264f51ea01867	bam	HG03436	unmapped	exome
SRR1604700	HG03436.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	65e9b8b62c9e116163bba687d482f6e6	bam	HG03436	mapped	exome
SRR1604699	HG03437.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam.bai	b0be22177cbf3af950c5bf6d3c74f010	bai	HG03437	mapped	low_coverage
SRR1605514	HG03437.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai	bbcb30f36be47acab6c9f105aa9c2363	bai	HG03437	mapped	exome
SRR1604699	HG03437.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	a24a123ac3ab82439d14f18a2c187ac0	bam	HG03437	mapped	low_coverage
SRR1604699	HG03437.unmapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	d14666c49ebc3abdd1a44b6447ddde2e	bam	HG03437	unmapped	low_coverage
SRR1605514	HG03437.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam	d0c522df4b676d9802047a8b9025c267	bam	HG03437	unmapped	exome
SRR1605514	HG03437.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	d61ea33ce1711f175f5befb61f5c5f24	bam	HG03437	mapped	exome
SRR1605551	HG03439.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai	4d7b9663096cb467f3e875e556d7c0d6	bai	HG03439	mapped	exome
SRR1604698	HG03439.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam.bai	1f6188b3412ac2466fde80adddf3373d	bai	HG03439	mapped	low_coverage
SRR1605551	HG03439.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	10fdee8efddca50cc5c40507fee1ced6	bam	HG03439	mapped	exome
SRR1605551	HG03439.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam	e346012f4929843838fe6380124e8fd1	bam	HG03439	unmapped	exome
SRR1604698	HG03439.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	0a9b2d619da5f2c70f6a79cdc34903fc	bam	HG03439	mapped	low_coverage
SRR1604698	HG03439.unmapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	27c29226d5b7dcae89455256136aa44e	bam	HG03439	unmapped	low_coverage
SRR1604697	HG03442.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam.bai	33600b87285b562ab0d8c8f671afc64a	bai	HG03442	mapped	low_coverage
SRR1605515	HG03442.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai	c55eaf40f47ecc499f8046f3168775b1	bai	HG03442	mapped	exome
SRR1604697	HG03442.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	7b807cf6591b494dd0304251e271ae7f	bam	HG03442	mapped	low_coverage
SRR1604697	HG03442.unmapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	fd0ec995b4a1e74e896e7f53bbf182ba	bam	HG03442	unmapped	low_coverage
SRR1605515	HG03442.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam	1493614c3fa3210552f988f040f4cde8	bam	HG03442	unmapped	exome
SRR1605515	HG03442.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	83baa9539dba722f8f88ae6f2824d6df	bam	HG03442	mapped	exome
SRR1604696	HG03445.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam.bai	db069cce73d54f4a8f52554e745da0b7	bai	HG03445	mapped	low_coverage
SRR1605552	HG03445.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai	b1deee319e68cf07800aeb439a9bbd27	bai	HG03445	mapped	exome
SRR1604696	HG03445.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	9de3d56f8684802092edfce35cdb503b	bam	HG03445	mapped	low_coverage
SRR1604696	HG03445.unmapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	e84b6721c08d1e91550abf60c993eecf	bam	HG03445	unmapped	low_coverage
SRR1605552	HG03445.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam	92484bb61ef9fd1bd5318a4d632a006a	bam	HG03445	unmapped	exome
SRR1605552	HG03445.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	b679a0d0cf85c0f2b60ba5031d4e85a2	bam	HG03445	mapped	exome
SRR1604695	HG03446.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam.bai	7eac1e8da81e1b857d7051d0737ea0ab	bai	HG03446	mapped	low_coverage
SRR1605516	HG03446.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai	56a249425c69907689aa2c0ea91ed253	bai	HG03446	mapped	exome
SRR1604695	HG03446.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	34ab2903eca2685b179854037869ce0e	bam	HG03446	mapped	low_coverage
SRR1604695	HG03446.unmapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	fbba0e265e6ab7695b4f856360bf02c6	bam	HG03446	unmapped	low_coverage
SRR1605516	HG03446.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	a29cd5e52488af9d1a971ce82b94cb0c	bam	HG03446	mapped	exome
SRR1605516	HG03446.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam	ecb2f7c16bfb933b5341d3d23c8108d6	bam	HG03446	unmapped	exome
SRR1605553	HG03449.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai	d46d0fe1ddd37f3aed73ae0c1d4fba30	bai	HG03449	mapped	exome
SRR1605644	HG03449.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam.bai	901933ff535377c8663413620f9885a5	bai	HG03449	mapped	low_coverage
SRR1605553	HG03449.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam	6f90b8c2db3fb50a7fbf2ebaf8b36dc0	bam	HG03449	unmapped	exome
SRR1605553	HG03449.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	9e0c900486e740ac367cde9e6f458c83	bam	HG03449	mapped	exome
SRR1605644	HG03449.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	27db21bf52f9ee49593d66a7fb23e187	bam	HG03449	mapped	low_coverage
SRR1605644	HG03449.unmapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	7e1d949527bf225041fb99603daf1934	bam	HG03449	unmapped	low_coverage
SRR1604694	HG03451.mapped.ILLUMINA.bwa.MSL.exome.20121211.bam.bai	652572595db4945024d3fd3924a37086	bai	HG03451	mapped	exome
SRR1604694	HG03451.unmapped.ILLUMINA.bwa.MSL.exome.20121211.bam	1056f204bd5a31fe4c88f126d860d154	bam	HG03451	unmapped	exome
SRR1604694	HG03451.mapped.ILLUMINA.bwa.MSL.exome.20121211.bam	abba0cb0d916981765c66ec130cb1af4	bam	HG03451	mapped	exome
SRR1605601	HG03451.unmapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam	4e5d6e26ccb44dc17f4447469f616f63	bam	HG03451	unmapped	low_coverage
SRR1605601	HG03451.mapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam	ea37a20b1323ab389ab647144c8e4d64	bam	HG03451	mapped	low_coverage
SRR1605645	HG03452.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam.bai	106a35d90c55d701d01326fd623603d5	bai	HG03452	mapped	low_coverage
SRR1604693	HG03452.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	d8aa54a53183137ac35938fccdbb0313	bam	HG03452	mapped	exome
SRR1604693	HG03452.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam	e9525a8dee83dab1fb18059ad2ffdeb7	bam	HG03452	unmapped	exome
SRR1605645	HG03452.unmapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	b973346fc1d31724ac2d59196f7e4c98	bam	HG03452	unmapped	low_coverage
SRR1605645	HG03452.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	bd57cca5a88ab980f99947eaa0b3f87b	bam	HG03452	mapped	low_coverage
SRR1605602	HG03455.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam.bai	51549e4982b4e10b066871e1751b1a3c	bai	HG03455	mapped	low_coverage
SRR1604692	HG03455.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai	edabd35714ded366eaa9ca4a739eeac7	bai	HG03455	unmapped	exome
SRR1605602	HG03455.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	20696a5ec9d101eb5fb9af7b89bcf15b	bam	HG03455	mapped	low_coverage
SRR1605602	HG03455.unmapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	2fb5bd87508d5ea2819e65ed946a2ac6	bam	HG03455	unmapped	low_coverage
SRR1604692	HG03455.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	2060c2be5b2fdd6652b96a765d2b5f50	bam	HG03455	mapped	exome
SRR1604692	HG03455.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam	5ba34077f4c0f920d8896ce6a9fc171a	bam	HG03455	unmapped	exome
SRR1604691	HG03457.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai	134e37ce80f8c97e02b1a41d5c2a637c	bai	HG03457	mapped	exome
SRR1605646	HG03457.mapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam.bai	e5b883a7b506cf90c4de855b6b560ea0	bai	HG03457	mapped	low_coverage
SRR1604691	HG03457.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	1f0a1a6dc30928a64111b2cda159506f	bam	HG03457	mapped	exome
SRR1604691	HG03457.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam	879bfffeac37b0030091e02bd4be6947	bam	HG03457	unmapped	exome
SRR1605646	HG03457.mapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam	004861530ed0f26791929b6082aef201	bam	HG03457	mapped	low_coverage
SRR1605646	HG03457.unmapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam	0cc295905c8215f326cb7a09d64a174d	bam	HG03457	unmapped	low_coverage
SRR1604690	HG03458.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai	f841c11c56bb23da2026e1ea6b094ac7	bai	HG03458	mapped	exome
SRR1605603	HG03458.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam.bai	23c5a391b13c58812ef8e09bc3039005	bai	HG03458	mapped	low_coverage
SRR1604690	HG03458.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam	0bd14c2d793f269bf329f48f7c7d75d2	bam	HG03458	unmapped	exome
SRR1604690	HG03458.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	4673d163cbc73bfb3525fc672ff114f6	bam	HG03458	mapped	exome
SRR1605603	HG03458.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	a63e4580abf96f2fdf4157c26806140c	bam	HG03458	mapped	low_coverage
SRR1605603	HG03458.unmapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	e8352454e9227cc3ac237c5ec571f830	bam	HG03458	unmapped	low_coverage
SRR1605647	HG03460.unmapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam	ecd69808ec13066a324cecc1cd831bef	bam	HG03460	unmapped	low_coverage
SRR1605647	HG03460.mapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam	eec57ab6f159fd54073a412d9ff985e2	bam	HG03460	mapped	low_coverage
SRR1604689	HG03460.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	861ea5dd90cfe3c37e451a42cc5a5d34	bam	HG03460	mapped	exome
SRR1604689	HG03460.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam	9e6381c2e0702de7366ee53dad40bfa1	bam	HG03460	unmapped	exome
SRR1605604	HG03461.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam.bai	1755858af9057d9d01934f916e0f64b3	bai	HG03461	mapped	low_coverage
SRR1604688	HG03461.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai	0f73e2d081eef2f2ef75e4e4f27d78ce	bai	HG03461	mapped	exome
SRR1605604	HG03461.unmapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	6c30d00c62b52e5c8a0e3e133228d5c6	bam	HG03461	unmapped	low_coverage
SRR1605604	HG03461.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	d271e95eb96a3def7fe25b429dab0a35	bam	HG03461	mapped	low_coverage
SRR1604688	HG03461.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	442a2861276f0b732631661fc06ab11b	bam	HG03461	mapped	exome
SRR1604688	HG03461.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam	563014e498f875a8d083f7880f32f632	bam	HG03461	unmapped	exome
SRR1604687	HG03464.mapped.ILLUMINA.bwa.MSL.exome.20121211.bam.bai	bafa869c21cae81897a5aedfedee79c6	bai	HG03464	mapped	exome
SRR1604687	HG03464.mapped.ILLUMINA.bwa.MSL.exome.20121211.bam	bc074a7f93d1019c84f172b58f69a0d8	bam	HG03464	mapped	exome
SRR1604687	HG03464.unmapped.ILLUMINA.bwa.MSL.exome.20121211.bam	7706e23897c41d8111ef662a98bb0b0f	bam	HG03464	unmapped	exome
SRR1605648	HG03464.mapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam	6901ddfc27457a347b77348597863862	bam	HG03464	mapped	low_coverage
SRR1605648	HG03464.unmapped.ILLUMINA.bwa.MSL.low_coverage.20130415.bam	b74dac31d3ad0999fd6b218ab7f403c5	bam	HG03464	unmapped	low_coverage
SRR1604686	HG03469.mapped.ILLUMINA.bwa.MSL.exome.20121211.bam.bai	fcc0380b40a77728b8315db578c844dc	bai	HG03469	mapped	exome
SRR1605605	HG03469.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam.bai	02f9da0dc296326c81f6b1a977df2da3	bai	HG03469	mapped	low_coverage
SRR1604686	HG03469.unmapped.ILLUMINA.bwa.MSL.exome.20121211.bam	6ee42be7af00beac4d57199008aac90c	bam	HG03469	unmapped	exome
SRR1604686	HG03469.mapped.ILLUMINA.bwa.MSL.exome.20121211.bam	70985428557e9cd65a6c6339ba9d8a12	bam	HG03469	mapped	exome
SRR1605605	HG03469.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	9ca2e7945f41d94f86aba1a577b547a3	bam	HG03469	mapped	low_coverage
SRR1605605	HG03469.unmapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	ccbf6422b436e260e7b38c6088982b6a	bam	HG03469	unmapped	low_coverage
SRR1604685	HG03470.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam.bai	f6ea7a925bcb5f5a44051ae8ac54e255	bai	HG03470	mapped	low_coverage
SRR1605555	HG03470.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai	81d3b1b58b3506fcded8bfaa7a4f3ab4	bai	HG03470	mapped	exome
SRR1604685	HG03470.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	4351f2f26375354a692a66714c41cb13	bam	HG03470	mapped	low_coverage
SRR1604685	HG03470.unmapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	5559df34b7d9a055df1f5ca6d2d979fd	bam	HG03470	unmapped	low_coverage
SRR1605555	HG03470.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	118f0a6d6df745a5c2715715d9d3010f	bam	HG03470	mapped	exome
SRR1605555	HG03470.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam	216d203e810b79580a3e9aa0fb3c82e4	bam	HG03470	unmapped	exome
SRR1605517	HG03472.mapped.ILLUMINA.bwa.MSL.exome.20121211.bam.bai	8532a7a7157afd77db7b30af1d68d0a9	bai	HG03472	mapped	exome
SRR1604684	HG03472.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam.bai	fcf4511946aa1803ec46f5275a4194b5	bai	HG03472	mapped	low_coverage
SRR1605517	HG03472.unmapped.ILLUMINA.bwa.MSL.exome.20121211.bam	6e5e4f506676ad56ccfccf55db122d0e	bam	HG03472	unmapped	exome
SRR1605517	HG03472.mapped.ILLUMINA.bwa.MSL.exome.20121211.bam	95589b4a7d019ef7c56f1aa431a2b5fc	bam	HG03472	mapped	exome
SRR1604684	HG03472.unmapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	18cb5aece9dbf1103150d7732ccfc39a	bam	HG03472	unmapped	low_coverage
SRR1604684	HG03472.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	525f4bd47d9a7cfe5c7e4eaa58110f4a	bam	HG03472	mapped	low_coverage
SRR1604683	HG03473.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam.bai	dff7adbb6cc78fccfebb2dab8a121242	bai	HG03473	mapped	low_coverage
SRR1604683	HG03473.unmapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	104d119e41cad4f7024c78e072e4359b	bam	HG03473	unmapped	low_coverage
SRR1604683	HG03473.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	6c09e1ae2cf7979d873f754750755749	bam	HG03473	mapped	low_coverage
SRR1605558	HG03473.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam	19d93806cdd81f23860b2840cff9f4fe	bam	HG03473	unmapped	exome
SRR1605558	HG03473.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	eaa6c745eb3adda846799c088065d06b	bam	HG03473	mapped	exome
SRR1604682	HG03476.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam.bai	3ed3437cd11c7de57bd4b46bbfd9926e	bai	HG03476	mapped	low_coverage
SRR1605518	HG03476.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai	cf5bc1f1c06fa238f9729fdabba1106b	bai	HG03476	mapped	exome
SRR1604682	HG03476.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	36275fb6ff631ba220ccdbb4f2c6c513	bam	HG03476	mapped	low_coverage
SRR1604682	HG03476.unmapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	4dc54d046044d1f6ef3f02b630dcc6d2	bam	HG03476	unmapped	low_coverage
SRR1605518	HG03476.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	4a1128fa616dd4cac509f696a8cd56e0	bam	HG03476	mapped	exome
SRR1605518	HG03476.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam	e68f3b914b1e5fc622975ceaadf1bd35	bam	HG03476	unmapped	exome
SRR1605649	HG03478.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam.bai	1302db689645cf38d00a6a66e763185f	bai	HG03478	mapped	low_coverage
SRR1605559	HG03478.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	9ab794bbf11fa893126f39023e374b24	bam	HG03478	mapped	exome
SRR1605559	HG03478.unmapped.ILLUMINA.bwa.MSL.exome.20130415.bam	fd52b44b56aa7a337b1d42b2de59e352	bam	HG03478	unmapped	exome
SRR1605649	HG03478.unmapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	8cd5379a9ae15ee33d7cbf2083742fe5	bam	HG03478	unmapped	low_coverage
SRR1605649	HG03478.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	a2f89e646cae474211439aff0b7975cb	bam	HG03478	mapped	low_coverage
SRR1605606	HG03479.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam.bai	4f744ca3dc17436851a1b4006a0d5f9d	bai	HG03479	mapped	low_coverage
SRR1604681	HG03479.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai	3d66d5d9dbecd983f2b5314c78449a28	bai	HG03479	mapped	exome
SRR1605606	HG03479.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	98c6a848d14ae5b89c983e8a3a0f86f3	bam	HG03479	mapped	low_coverage
SRR1605606	HG03479.unmapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	d08b2ce7e401d4be3e581f80d786c90f	bam	HG03479	unmapped	low_coverage
SRR1604681	HG03479.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam	5e2b8a63186a7f42106a47c4e26d75d3	bam	HG03479	mapped	exome
